cidade,id_cidade,escola,id_escola,tipo_adm,has_biblio,has_sala_leitura,qt_salas_utilizadas,qt_bibliotecarios
Goiana,2606200,ESCOLA MUNICIPAL EUFRASIO VILLARIM,26089335,3,1,1,3,0
Goiana,2606200,ESCOLA MUNICIPAL NOSSA SENHORA DAS MARAVILHAS,26089351,3,1,1,6,0
Goiana,2606200,ESCOLA MUNICIPAL MANUEL CESAR DE ALBUQUERQUE,26089394,3,0,1,14,0
Goiana,2606200,ESCOLA MUNICIPAL EDITH GADELHA,26089408,3,0,0,15,0
Goiana,2606200,ESCOLA MUNICIPAL LOURENCO DE ALBUQUERQUE GADELHA,26089416,3,1,1,7,0
Goiana,2606200,ESCOLA DE REFERENCIA EM ENSINO MEDIO FREI CAMPO MAYOR,26089424,2,1,1,14,1
Goiana,2606200,ESCOLA MUNICIPAL SANTO ANTONIO DE PADUA,26089432,3,0,1,5,0
Goiana,2606200,ESCOLA MUNICIPAL PREFEITO ANGELO JORDAO,26089440,3,0,0,5,0
Goiana,2606200,ESCOLA MUNICIPAL JOAO GONCALVES DE AZEVEDO,26089459,3,0,0,4,0
Goiana,2606200,ESCOLA MUNICIPAL ADELIA CARNEIRO PEDROSA,26089467,3,1,1,15,0
Goiana,2606200,ESCOLA MUNICIPAL JOSE MACIEL DA SILVA,26089475,3,0,0,7,0
Goiana,2606200,ESCOLA MUNICIPAL SANTA MARIA,26089483,3,1,1,5,0
Goiana,2606200,ESCOLA MUNICIPAL HEROINAS DE TEJUCUPAPO,26089491,3,1,1,12,0
Goiana,2606200,CRECHE MUNICIPAL PROFESSORA ETENILE URBANO PESSOA,26133130,3,0,0,3,0
Goiana,2606200,CENTRO DE ATENDIMENTO DE EDUCACAO ESPECIAL PROFESSORA MARGARIDA BRAGA,26133156,3,0,0,3,0
Goiana,2606200,ESCOLA MUNICIPAL SAO THOMAZ DE AQUINO,26143593,3,0,0,6,0
Goiana,2606200,ESCOLA MUNICIPAL PROFESSORA MARIA EMILIA VALENCA DA SILVEIRA,26154382,3,0,1,4,0
Goiana,2606200,ESCOLA MUNICIPAL IRACEMA NOGUEIRA RABELO,26154390,3,0,0,7,0
Goiana,2606200,ESCOLA MUNICIPAL ARCENDRINO CESAR DE ALBUQUERQUE,26180090,3,1,1,9,0
Goiana,2606200,CMEI - CENTRO MUNICIPAL DE EDUCACAO INFANTIL CARLOS ALBERTO DOS SANTOS VIEGAS,26192608,3,0,0,6,0
Goiana,2606200,CMEI - CENTRO MUNICIPAL DE EDUCACAO INFANTIL VEREADOR JOSE BATISTA DOS SANTOS,26192616,3,0,0,5,0
Goiana,2606200,CMEI - CENTRO MUNICIPAL DE EDUCACAO INFANTIL PREFEITO OSVALDO RABELO FILHO,26192624,3,0,0,5,0
Goiana,2606200,CRECHE MUNICIPAL CRIANCA FELIZ,26207206,3,0,0,2,0
Goiana,2606200,ESCOLA MUNICIPAL PROFESSORA CYNIRA FLORIANNA DOS PRAZERES,26229641,3,0,0,13,0
Goiana,2606200,ESCOLA MUNICIPAL PROFESSORA BELISANA PINTO DE ABREU DE ARAUJO,26230640,3,0,0,5,0
Goiana,2606200,ESCOLA TECNICA ESTADUAL ADERICO ALVES DE VASCONCELOS,26525798,2,1,1,12,0
Igarassu,2606804,CENTRO DE PRE ESCOLAR ARTUR CARLOS DE MELO,26105110,3,0,1,5,0
Igarassu,2606804,ESCOLA ADOLFO BROL,26105144,3,0,1,6,1
Igarassu,2606804,ESCOLA ANTONIO DE PADUA CARACIOLO,26105179,3,0,1,7,0
Igarassu,2606804,ESCOLA BARAO DE VERA CRUZ,26105187,2,1,1,10,0
Igarassu,2606804,ESCOLA DE REFERENCIA EM ENSINO MEDIO BRASILINO JOSE DE CARVALHO,26105195,2,1,1,15,0
Igarassu,2606804,ESCOLA DALILA DE MELO,26105209,3,0,0,10,0
Igarassu,2606804,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL DESEMBARGADOR CARLOS XAVIER PAES BARRETTO,26105225,2,1,1,9,2
Igarassu,2606804,ESCOLA EDUARDO VIEIRA DE CARVALHO,26105241,3,0,1,4,0
Igarassu,2606804,ESCOLA DE REFERENCIA EM ENSINO MEDIO EURICO PFISTERER,26105250,2,1,1,12,2
Igarassu,2606804,ESCOLA FRANCISCO SIMOES DA COSTA,26105268,3,0,1,8,0
Igarassu,2606804,ESCOLA JOAO ALBUQUERQUE UCHOA CAVALCANTI,26105284,3,0,0,4,0
Igarassu,2606804,ESCOLA JOAO BATISTA DE FRAGA,26105292,3,0,0,3,0
Igarassu,2606804,ESCOLA JOAO DE QUEIROZ GALVAO,26105306,3,0,1,10,0
Igarassu,2606804,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO PESSOA GUERRA,26105314,2,1,1,17,2
Igarassu,2606804,ESCOLA PROFESSOR JOSE EDUARDO DE BRITO,26105322,3,0,0,7,0
Igarassu,2606804,ESCOLA JOSE JORGE DE FARIAS SALES,26105330,3,0,1,14,0
Igarassu,2606804,ESCOLA JOSE MARTINS DO CARMO,26105349,3,0,1,5,0
Igarassu,2606804,ESCOLA MARIA DA GLORIA ALVES DE LIMA,26105357,3,0,0,4,0
Igarassu,2606804,ESCOLA MARIA DJANIRA LACERDA LEITE,26105365,3,0,1,10,1
Igarassu,2606804,ESCOLA MUNICIPAL MARIA JOSE DO AMARAL,26105373,3,0,0,3,0
Igarassu,2606804,VEREADOR JOSE FRANCISCO FERREIRA,26105381,3,0,1,6,0
Igarassu,2606804,ESCOLA EVANGELINA DELGADO DE ALBUQUERQUE,26105390,3,1,1,7,0
Igarassu,2606804,ESCOLA NOSSA SENHORA DA CONCEICAO,26105411,3,0,0,9,0
Igarassu,2606804,ESCOLA VIRGINIA BORBA PESSOA GUERRA,26105420,3,0,0,3,0
Igarassu,2606804,ESCOLA PROFESSOR JOSE ERONIDES,26105470,3,0,0,8,0
Igarassu,2606804,CENTRO DE EDUCACAO INTEGRAL DE IGARASSU CECILIA MARIA VAZ CURADO RIBEIRO,26105489,3,1,1,11,1
Igarassu,2606804,ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTOS COSME E DAMIAO,26105519,2,1,1,18,1
Igarassu,2606804,CENTRO DE EDUCACAO INTEGRAL SAO LUIZ,26105527,3,1,1,6,1
Igarassu,2606804,ESCOLA SENADOR JOSE ERMIRIO DE MORAES,26105535,3,0,1,6,1
Igarassu,2606804,ESCOLA ULISSES PERNAMBUCANO,26105551,3,0,0,4,0
Igarassu,2606804,ESCOLA JOAO LEITE NOGUEIRA PAZ,26105560,3,0,1,8,0
Igarassu,2606804,ESCOLA NELSON DE OLIVEIRA GALVAO,26105578,3,0,1,4,0
Igarassu,2606804,ESCOLA COMUNITARIA SOLDADO MARIANO MARCOS GONCALVES CAVALCANTI,26105586,3,0,1,10,0
Igarassu,2606804,ESCOLA ECILDA RAMOS DE SOUZA,26105624,3,0,1,4,1
Igarassu,2606804,ESCOLA PASTOR ISAIAS RAFAEL DE ALENCAR,26105721,3,0,0,7,0
Igarassu,2606804,ESCOLA PROFESSOR ADERBAL JUREMA - MN,26105730,2,0,0,6,0
Igarassu,2606804,ESCOLA SAO MARCOS,26105764,3,0,0,4,0
Igarassu,2606804,ESCOLA FLAVIO PESSOA GUERRA,26105780,3,0,0,3,0
Igarassu,2606804,ESCOLA ANA CALDAS BRANDAO,26105861,3,0,0,4,0
Igarassu,2606804,ESCOLA JOSE LUIZ DE BARROS SAMPAIO,26105870,3,0,1,5,0
Igarassu,2606804,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO NOVA CRUZ,26105888,2,1,1,26,3
Igarassu,2606804,ESCOLA JOAO SANTOS FILHO,26105896,3,0,0,4,0
Igarassu,2606804,ESCOLA IRINEU MARQUES DA FONSECA,26105918,3,0,1,5,0
Igarassu,2606804,ESCOLA ANA BANDEIRA DE MENEZES,26132150,3,0,0,5,0
Igarassu,2606804,ESCOLA MARIA AMELIA DE SA LEITAO,26141485,3,0,0,4,0
Igarassu,2606804,ESCOLA MARIA LUCIA DA SILVA,26141493,3,0,1,3,0
Igarassu,2606804,ESCOLA MUNICIPAL VEREADOR JAIME BEZERRA LINS,26145138,3,0,1,4,0
Igarassu,2606804,CRECHE TIA EMOCY KRAUSE,26145375,3,0,1,9,1
Igarassu,2606804,CRECHE TIA JANE MAGALHAES,26145383,3,0,1,9,0
Igarassu,2606804,ESCOLA COMUNITARIA SAMUEL RAIMUNDO DE LIMA,26150093,3,0,0,4,0
Igarassu,2606804,ESCOLA YARA RIBEIRO DE ALBUQUERQUE,26155737,3,0,0,4,0
Igarassu,2606804,ESCOLA DIEGO JOSE DE OLIVEIRA SA LEITAO,26155745,3,0,1,3,0
Igarassu,2606804,ESCOLA MUNICIPAL ALBIN STAHLI,26168758,3,0,0,7,0
Igarassu,2606804,IFPE - CAMPUS IGARASSU,26184796,1,1,1,16,1
Igarassu,2606804,ESCOLA MUNICIPAL MARIA DO CARMO DO REGO MONTEIRO,26184990,3,0,1,11,0
Igarassu,2606804,ESCOLA MUNICIPAL MIGUEL GOMES DE LIMA,26186675,3,0,1,13,0
Igarassu,2606804,ESCOLA TECNICA ESTADUAL JURANDIR BEZERRA LINS,26187825,2,1,1,12,1
Igarassu,2606804,CRECHE MUNICIPAL TIA NAI,26192330,3,0,0,5,0
Igarassu,2606804,CENTRO DE EDUCACAO INTEGRAL FERNANDO HENRIQUE LUCENA,26192551,3,1,1,15,1
Igarassu,2606804,ESCOLA DOM HELDER CAMARA,26437724,2,1,1,6,1
Ilha de Itamaracá,2607604,ESCOLA MUNICIPAL ABDIAS DE OLIVEIRA,26106051,3,0,0,4,0
Ilha de Itamaracá,2607604,ESCOLA DE REFERENCIA EM ENSINO MEDIO ALBERTO AUGUSTO DE MORAIS PRADINES,26106060,2,1,1,12,1
Ilha de Itamaracá,2607604,ESCOLA MUNICIPAL DULCE DA COSTA LIMA,26106078,3,0,0,4,0
Ilha de Itamaracá,2607604,ESCOLA MUNICIPAL JOAO PAULO II,26106086,3,0,0,2,0
Ilha de Itamaracá,2607604,ESCOLA MUNICIPAL MARECHAL COSTA E SILVA,26106108,3,0,0,4,0
Ilha de Itamaracá,2607604,ESCOLA MUNICIPAL AMELIA VIEIRA DE ALBUQUERQUE,26106116,3,0,0,4,0
Ilha de Itamaracá,2607604,ESCOLA MUNICIPAL PROFESSOR CAVALCANTI,26106124,3,1,1,5,0
Ilha de Itamaracá,2607604,ESCOLA MUNICIPAL RITA CAROLINA,26106140,3,0,1,5,0
Ilha de Itamaracá,2607604,ESCOLA SENADOR PAULO PESSOA GUERRA,26106159,2,1,1,18,0
Ilha de Itamaracá,2607604,ESCOLA MUNICIPAL ERACLIDES COSTA GALVAO,26106167,3,0,0,4,0
Ilha de Itamaracá,2607604,ESCOLA IATE CLUBE DE ITAMARACA,26106183,3,0,0,2,0
Ilha de Itamaracá,2607604,ESCOLA MUNICIPAL LUIS CIPIAO,26106191,3,0,0,3,0
Ilha de Itamaracá,2607604,ESCOLA DE ITAMARACA,26106205,3,1,1,5,1
Ilha de Itamaracá,2607604,ESCOLA DE JAGUARIBE,26106213,2,1,1,5,0
Ilha de Itamaracá,2607604,GRUPO ESCOLAR CANDIDA MACIEL,26106221,3,0,0,2,0
Ilha de Itamaracá,2607604,ESCOLA JOAO FELIPE DE BARROS DIAS,26106248,3,0,0,2,0
Ilha de Itamaracá,2607604,ESCOLA JUIZ ANTONIO LUIS LINS DE BARROS,26134839,2,0,0,4,0
Ilha de Itamaracá,2607604,ESCOLA POETA OLEGARIO MARIANO,26134847,2,1,1,11,0
Ilha de Itamaracá,2607604,ESCOLA MEDICO RUI DO REGO BARROS,26134857,2,1,1,7,1
Ilha de Itamaracá,2607604,ESCOLA DORALICE ALVES AMARAL,26155761,3,0,0,3,0
Ilha de Itamaracá,2607604,ESCOLA MUNICIPAL ELIZABETH REGINA MONTEIRO,26157837,3,0,1,7,0
Ipojuca,2607208,ESCOLA MUNICIPAL PROFESSOR ADERBAL JUREMA,26130904,3,1,1,18,0
Ipojuca,2607208,ESCOLA DOMINGOS DE ALBUQUERQUE,26130947,2,1,1,14,0
Ipojuca,2607208,ESCOLA MUNICIPAL ANTONIO DOURADO,26130963,3,0,1,1,0
Ipojuca,2607208,ESCOLA MUNICIPAL FAZENDA SAO MIGUEL,26130998,3,0,0,2,0
Ipojuca,2607208,ESCOLA MUNICIPAL GUILHERME DOURADO,26131005,3,1,1,5,0
Ipojuca,2607208,ESCOLA MUNICIPAL MARIA JOSE FERREIRA DE OLIVEIRA,26131021,3,1,1,4,0
Ipojuca,2607208,ESCOLA MUNICIPAL MARIA TERESA,26131030,3,0,0,7,0
Ipojuca,2607208,ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO,26131048,3,0,0,2,0
Ipojuca,2607208,ESCOLA MUNICIPAL SANTOS COSME E DAMIAO,26131080,3,0,0,7,0
Ipojuca,2607208,ESCOLA MUNICIPAL SAO MATEUS,26131102,3,0,0,3,0
Ipojuca,2607208,ESCOLA MUNICIPAL PADRE PEDRO DE SOUZA LEAO,26131129,3,1,1,6,0
Ipojuca,2607208,ESCOLA MUNICIPAL PAROQUIAL SAO MIGUEL,26131137,3,1,1,4,0
Ipojuca,2607208,ESCOLA MUNICIPAL JORGE DE BRITO,26131226,3,0,0,3,0
Ipojuca,2607208,ESCOLA MUNICIPAL MAJOR JOAQUIM CAVALCANTI,26131234,3,0,0,3,0
Ipojuca,2607208,ESCOLA MUNICIPAL SANTA LUZIA,26131250,3,0,0,2,0
Ipojuca,2607208,ESCOLA MUNICIPAL SANTA RITA,26131269,3,0,0,5,0
Ipojuca,2607208,ESCOLA MUNICIPAL SAO TOME,26131285,3,0,0,3,0
Ipojuca,2607208,ESCOLA MUNICIPAL SAO BARTOLOMEU,26131331,3,0,0,1,0
Ipojuca,2607208,ESCOLA MUNICIPAL JOAQUIM DO REGO CAVALCANTI,26131404,3,1,1,9,2
Ipojuca,2607208,ESCOLA MUNICIPAL SANTA ROSA,26131471,3,0,0,4,0
Ipojuca,2607208,ESCOLA DE REFERENCIA EM ENSINO MEDIO ALBERTINA DA COSTA SOARES,26131528,2,1,1,15,1
Ipojuca,2607208,ESCOLA MUNICIPAL SAO JOSE,26131579,3,0,0,3,0
Ipojuca,2607208,ESCOLA MUNICIPAL SAO JOSE DE GAIPIO,26131587,3,0,0,4,0
Ipojuca,2607208,ESCOLA MUNICIPAL INTEGRAL SAO PAULO,26131595,3,0,0,6,0
Ipojuca,2607208,ESCOLA MUNICIPAL PROFESSORA MARIA DAS DORES CAVALCANTE ALBUQUERQUE,26131641,3,1,1,21,2
Ipojuca,2607208,ESCOLA ANIBAL CARDOSO,26131668,2,1,1,8,1
Ipojuca,2607208,ESCOLA DE REFERENCIA EM ENSINO MEDIO FREI OTTO,26131684,2,1,1,12,0
Ipojuca,2607208,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE MARIO ALVES DA SILVA,26131692,2,1,1,10,1
Ipojuca,2607208,ESCOLA MUNICIPAL MANOEL CLAUDINO DE SOUZA,26131722,3,0,0,2,0
Ipojuca,2607208,ESCOLA MUNICIPAL NOSSA SENHORA DAS MERCES,26131730,3,0,0,3,0
Ipojuca,2607208,ESCOLA MUNICIPAL NOSSA SENHORA DOS PRAZERES,26131749,3,0,0,2,0
Ipojuca,2607208,ESCOLA MUNICIPAL SANTO ELIAS,26131757,3,0,0,6,0
Ipojuca,2607208,ESCOLA MUNICIPAL INTEGRAL SAO JORGE,26131765,3,0,0,6,0
Ipojuca,2607208,ESCOLA MUNICIPAL ELISA EMILIA DE ALMEIDA,26131781,3,0,0,11,0
Ipojuca,2607208,ESCOLA MUNICIPAL MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,26131790,3,1,1,7,0
Ipojuca,2607208,ESCOLA MUNICIPAL SANTA INES,26131803,3,1,1,10,0
Ipojuca,2607208,ESCOLA MUNICIPAL JESUS NAZARENO,26131870,3,0,0,14,0
Ipojuca,2607208,ESCOLA MUNICIPAL MANOEL LUIZ CAVALCANTI UCHOA,26131986,3,0,1,9,0
Ipojuca,2607208,ESCOLA MUNICIPAL ARMANDO DA COSTA BRITO,26131994,3,1,1,28,2
Ipojuca,2607208,ESCOLA MUNICIPAL PREFEITO LUIZ MANOEL NOGUEIRA,26132338,3,1,1,12,1
Ipojuca,2607208,ESCOLA MUNICIPAL AGRO URBANA,26132704,3,0,0,16,0
Ipojuca,2607208,ESCOLA MUNICIPAL MARIA JOSE FERREIRA DA COSTA,26132722,3,1,1,10,3
Ipojuca,2607208,ESCOLA MUNICIPAL NOSSA SENHORA DE LOURDES - USINA IPOJUCA,26132990,3,1,1,11,0
Ipojuca,2607208,ESCOLA MUNICIPAL MINISTRO JARBAS PASSARINHO,26133967,3,1,1,18,1
Ipojuca,2607208,ESCOLA MUNICIPAL MARIA DE LOURDES DUBEUX DOURADO,26141680,3,1,1,12,0
Ipojuca,2607208,ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO,26141698,3,0,0,6,0
Ipojuca,2607208,ESCOLA MUNICIPAL FORTALEZA,26144913,3,0,0,2,0
Ipojuca,2607208,ESCOLA MUNICIPAL BELA VISTA,26164507,3,1,1,9,1
Ipojuca,2607208,ESCOLA MUNICIPAL NOSSA SENHORA DA SOLEDADE,26164515,3,0,0,3,0
Ipojuca,2607208,ESCOLA MUNICIPAL NOVA ESPERANCA,26164523,3,0,0,2,0
Ipojuca,2607208,ESCOLA MUNICIPAL MARIO JULIO DO REGO,26177617,3,1,1,18,4
Ipojuca,2607208,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE IPOJUCA,26178028,2,1,1,13,0
Ipojuca,2607208,ESCOLA MUNICIPAL SANTO CRISTO,26180227,3,1,1,21,3
Ipojuca,2607208,ESCOLA MUNICIPAL PEDRO SERAFIM DE SOUZA,26181967,3,1,1,13,2
Ipojuca,2607208,ESCOLA MUNICIPAL NIVALDO PEREIRA DE LIMA,26182750,3,0,0,3,0
Ipojuca,2607208,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DE CAMELA,26184397,3,0,0,11,0
Ipojuca,2607208,ESCOLA MUNICIPAL PROFESSOR ANTONIO GERALDO DE SOUZA LEAO,26184400,3,0,1,12,0
Ipojuca,2607208,ESCOLA MUNICIPAL PROFESSORA GENICE TELES DESANTANA,26184427,3,0,1,8,3
Ipojuca,2607208,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DE NOSSA SENHORA DO O,26184966,3,1,1,10,0
Ipojuca,2607208,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DE PORTO DE GALINHAS,26184974,3,0,0,9,0
Ipojuca,2607208,ESCOLA MUNICIPAL INTEGRAL GOVERNADOR EDUARDO CAMPOS,26186535,3,1,1,16,0
Ipojuca,2607208,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARIA REJANE DA SILVA SANTOS,26188066,3,0,1,12,0
Ipojuca,2607208,ESCOLA MUNICIPAL PROFESSORA SEVERINA FRANCISCA DA SILVA SANTOS,26188074,3,0,0,15,0
Ipojuca,2607208,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA JUSETE BARBOSA SOARES LIMA,26189003,3,0,0,9,0
Ipojuca,2607208,ESCOLA MUNICIPAL PROFESSORA AMARA JOSEFA DA SILVA,26189011,3,1,1,30,0
Ipojuca,2607208,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA BEATRIZ FRANCISCA DA SILVA SANTOS,26190117,3,0,0,10,0
Ipojuca,2607208,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ALZIRA MARIA DA SILVA CHALACA,26190214,3,1,1,11,0
Ipojuca,2607208,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA ANTONIA RENICE DA SILVA,26192144,3,0,0,10,0
Ipojuca,2607208,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA DORALICE MARIA DA SILVA,26192152,3,0,0,5,0
Ipojuca,2607208,IFPE - CAMPUS IPOJUCA,26247607,1,1,1,18,3
Itapissuma,2607752,ESCOLA MUNICIPAL DE ENSINO INFANTIL MAE BELA,26106256,3,0,1,8,0
Itapissuma,2607752,ESCOLA MUNICIPAL JOAO BENTO DE PAIVA,26106264,3,0,1,13,6
Itapissuma,2607752,ESCOLA MUNICIPAL MARIA OLIVEIRA DOS SANTOS,26106272,3,0,0,8,0
Itapissuma,2607752,ESCOLA MUNICIPAL O MUNDO DA CRIANCA,26106280,3,0,0,5,0
Itapissuma,2607752,ESCOLA MUNICIPAL PROFESSORA ZULEIDE MARQUES VIEIRA,26106310,3,0,1,5,2
Itapissuma,2607752,ESCOLA MUNICIPAL PROFESSOR MARCOS DE BARROS FREIRE,26106329,3,0,1,5,0
Itapissuma,2607752,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PROFESSORA GERCINA FERNANDES RODRIGUES,26106337,2,1,1,8,1
Itapissuma,2607752,ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR JOSE ERMIRIO DE MORAES,26106353,2,1,1,10,1
Itapissuma,2607752,ESCOLA MUNICIPAL OTACILIA DE SOUZA SILVA,26106361,3,0,0,4,0
Itapissuma,2607752,ESCOLA MUNICIPAL FRANCELINA ROGACIANO DA SILVA,26106370,3,0,1,7,3
Itapissuma,2607752,ESCOLA DE REFERENCIA EM ENSINO MEDIO EURIDICE CADAVAL,26106388,2,1,1,12,2
Itapissuma,2607752,PRE ESCOLAR MUNICIPAL CARLOS AYRES PESSOA,26106426,3,0,0,3,0
Itapissuma,2607752,ESCOLA MUNICIPAL ZELIA MARIA DE SOUZA SILVA,26147866,3,0,1,7,0
Itapissuma,2607752,CRECHE PROFESSORA MARIA JOSE DA SILVA SOUZA,26149133,3,0,1,6,0
Itapissuma,2607752,ESCOLA MUNICIPAL GERCINA ALVES PEREIRA,26149583,3,0,1,5,0
Itapissuma,2607752,ESCOLA MUNICIPAL DILMA CECILIA DA SILVA,26158469,3,0,1,12,1
Itapissuma,2607752,ESCOLA DR GONCALO BARTOLOMEU SABINO DE ARAUJO,26185784,3,0,1,6,0
Itapissuma,2607752,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL BARBAPAPA,26190230,3,0,0,2,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL JOAO BOSCO DE SENA,26108461,3,1,1,8,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DOM BOSCO,26108496,3,0,0,10,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL POETA MANUEL BANDEIRA,26108550,3,1,1,10,0
Jaboatão dos Guararapes,2607901,COLEGIO MUNICIPAL VISCONDE DE SUASSUNA,26108577,3,0,1,17,0
Jaboatão dos Guararapes,2607901,COLEGIO MUNICIPAL HUMBERTO BARRADAS,26108593,3,1,1,19,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ANTONIO VIEIRA DE MELO,26108739,3,1,1,11,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NOSSA SENHORA DO CARMO,26108763,3,0,0,7,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO FREI ROMEU PEREA,26108801,2,1,1,14,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NATIVIDADE SALDANHA,26108844,3,1,1,15,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DOM BENO,26108895,3,0,0,6,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DR LUIZ GONZAGA MARANHAO,26108909,3,1,1,10,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DOM PEDRO DE ALCANTARA,26108917,3,1,1,9,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO NESTOR GOMES DE MOURA,26108925,2,1,1,21,0
Jaboatão dos Guararapes,2607901,ESCOLA ALICE VILAR DE AQUINO,26108950,3,0,0,10,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PASTOR JOAO ADALGISO,26108968,3,1,1,10,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PADRE AURINO CARACCIOLO,26108976,3,0,0,7,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO POETA MAURO MOTA,26108984,2,1,1,12,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSOR COSTA PINTO,26108992,3,0,0,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSOR EDWARD BERNARDINO,26109000,3,1,1,7,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DR MAURICIO MARTINS DE ALBUQUERQUE,26109026,3,0,0,15,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO RODOLFO AURELIANO,26109042,2,1,1,17,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL RURAL MARIA ANGELA DE ALBUQUERQUE MARANHAO,26109069,3,1,1,4,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO SIMON BOLIVAR,26109107,2,1,1,16,0
Jaboatão dos Guararapes,2607901,ESCOLA SOUZA BRANDAO,26109115,2,1,1,12,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSOR ROBERTO INACIO DA SILVA,26109140,3,1,1,8,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL VEREADOR ANTONIO JANUARIO,26109166,3,1,1,12,3
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL JESUS DE NAZARE,26109190,3,0,0,18,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL LUIZ LUA GONZAGA,26109212,3,1,1,15,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NOSSA SENHORA DO LORETO,26109220,3,1,1,15,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL POETA VINICIUS DE MORAIS,26109239,3,1,1,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL LEUZA PEREIRA,26109247,3,0,1,7,0
Jaboatão dos Guararapes,2607901,CEMEI ELIEL EUSTAQUIO DA SILVA,26109255,3,0,0,2,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DUQUE DE CAXIAS,26109271,3,0,0,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSOR AUGUSTO PEREIRA JUNIOR,26109280,3,1,1,9,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PAULO MENELAU,26109298,3,1,1,8,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DE TEMPO INTEGRAL SAO SEBASTIAO,26109310,3,1,1,10,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ALMIRANTE TAMANDARE,26109328,3,1,1,11,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL BARAO DE MURIBECA,26109344,3,1,1,11,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO BERNARDO VIEIRA,26109360,2,1,1,16,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA,26109417,3,0,0,13,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ALAYDE MARIA DA CONCEICAO,26109425,3,0,1,6,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO DESPORTISTA RUBEM RODRIGUES MOREIRA,26109441,2,1,1,10,1
